Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial
Q01000449-I1,QUEENS,,2024-02-12,2024-02-25,12,2024-07-14,96.0,,Permit Entire,4206877,412,40.70315,-73.81192,88-40,144 STREET,4,9683,17,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01001076-I1,QUEENS,,2024-02-21,2024-02-25,3,2024-04-05,39.0,,Permit Entire,4039846,404,40.74768,-73.86885,40-54,JUNCTION BOULEVARD,4,1596,34,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01001186-I1,QUEENS,,2024-02-09,2024-02-25,15,2024-09-21,116.0,,Permit Entire,4036593,403,40.75098,-73.87171,37-06,WARREN STREET,4,1483,12,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01002063-I1,QUEENS,,2024-02-09,2024-02-25,15,2024-04-01,31.0,,Permit Entire,4004668,401,40.75396,-73.93441,38-30,29 STREET,4,385,26,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01003025-I1,QUEENS,,2024-02-16,2024-02-25,8,2024-05-31,270.0,,Permit Entire,4430810,401,40.7626,-73.93171,21-71,34 AVENUE,4,557,3,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01003065-I1,QUEENS,,2024-02-15,2024-02-25,9,2024-05-31,275.0,,Permit Entire,4430818,401,40.7626,-73.93171,21-85,34 AVENUE,4,557,3,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01003098-I1,QUEENS,,2024-02-14,2024-02-25,10,2024-05-31,255.0,,Permit Entire,4430863,401,40.7626,-73.93171,33-52,CRESCENT STREET,4,557,3,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01003760-I1,QUEENS,,2024-02-21,2024-02-25,3,2024-03-07,682.0,,Permit Entire,4029570,403,40.75103,-73.88976,76-12,35 AVENUE,4,1276,1,PR,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01003799-I1,QUEENS,,2024-02-23,2024-02-25,1,2024-08-04,102.0,,Permit Entire,4084964,405,40.70691,-73.89747,66-62,FRESH POND ROAD,4,3530,53,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01003865-I1,QUEENS,,2024-02-20,2024-02-25,4,2024-03-09,168.0,,Permit Entire,4113174,407,40.76537,-73.8253,139-66,35 AVENUE,4,5002,46,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01003964-I1,QUEENS,,2024-02-20,2024-02-25,4,2024-06-09,28.0,,Permit Entire,4435123,409,40.69946,-73.85266,83-77,WOODHAVEN BOULEVARD,4,3907,970,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01004013-I1,QUEENS,,2024-02-15,2024-02-25,9,2024-09-30,201.0,,Permit Entire,4112478,407,40.76142,-73.82978,136-29,38 AVENUE,4,4978,15,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01004147-I1,QUEENS,,2024-02-16,2024-02-25,8,2024-06-17,35.0,,Permit Entire,4000249,402,40.74248,-73.95195,10-57,50 AVENUE,4,43,3,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01004671-I1,QUEENS,,2024-02-16,2024-02-25,8,2024-08-04,196.0,,Permit Entire,4072484,406,40.72732,-73.86318,63-95,AUSTIN STREET,4,3096,118,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q01005496-I1,QUEENS,,2024-02-16,2024-02-25,8,2024-11-11,97.0,,Permit Entire,4281443,413,40.67696,-73.74571,134-26,225 STREET,4,13105,7,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01005535-I1,QUEENS,,2024-02-14,2024-02-25,10,2024-05-26,24.0,,Permit Entire,4038755,404,40.73738,-73.8785,84-21,QUEENS BOULEVARD,4,1548,30,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01005602-I1,QUEENS,,2024-02-16,2024-02-25,8,2024-04-01,24.0,,Permit Entire,4010133,401,40.76667,-73.91569,36-05,28 AVENUE,4,652,90,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01005970-I1,QUEENS,,2024-02-15,2024-02-25,9,2024-08-09,95.0,,Permit Entire,4304848,414,40.57728,-73.83817,129,BEACH  118 STREET,4,16228,41,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01006273-I1,QUEENS,,2024-02-16,2024-02-25,8,2024-03-09,60.0,,Permit Entire,4009265,401,40.76514,-73.91652,28-50,37 STREET,4,630,39,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01007130-I1,QUEENS,,2024-02-23,2024-02-25,1,2024-09-15,114.0,,Permit Entire,4462123,407,40.78349,-73.83078,137-05,20 AVENUE,4,4143,30,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01007387-I1,QUEENS,,2024-02-20,2024-02-25,4,2024-08-09,47.0,,Permit Entire,4008908,401,40.7628,-73.92175,31-18,34 STREET,4,623,49,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01007820-I1,QUEENS,,2024-02-20,2024-02-25,4,2024-06-09,28.0,,Permit Entire,4435122,409,40.69946,-73.85266,83-75,WOODHAVEN BOULEVARD,4,3907,970,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01009001-I1,QUEENS,,2024-02-22,2024-02-25,2,2024-04-05,30.0,,Permit Entire,4084966,405,40.7067,-73.89737,66-70,FRESH POND ROAD,4,3530,58,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01009582-I1,QUEENS,,2024-02-23,2024-02-25,1,2024-03-31,253.0,,Permit Entire,4584482,412,40.70126,-73.79159,104-01,165 STREET,4,10164,41,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q07994357-I1,QUEENS,,2022-08-31,2024-02-25,542,2024-05-26,288.0,,Permit Entire,4072830,406,40.72702,-73.86394,63-68,AUSTIN STREET,4,3104,16,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q07995033-I1,QUEENS,,2022-08-31,2024-02-25,542,2024-08-09,96.0,,Permit Entire,4434845,410,40.6679,-73.84665,88-12,151 AVENUE,4,11434,7,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q07995458-I1,QUEENS,,2022-09-01,2024-02-25,541,2024-08-04,145.0,,Permit Entire,4006079,401,40.77191,-73.9279,14-30,ASTORIA BOULEVARD,4,539,14,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q07996781-I1,QUEENS,,2022-11-22,2024-02-25,459,2025-01-25,1318.0,,Permit Entire,4259200,412,40.68347,-73.80088,142-10,LINDEN BOULEVARD,4,11972,70,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q07997590-I1,QUEENS,,2022-09-12,2024-02-25,530,2024-07-14,139.0,,Permit Entire,4433427,411,40.76238,-73.77104,213-02,42 AVENUE,4,6284,7501,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q07997750-I1,QUEENS,,2022-11-21,2024-02-25,460,2024-10-25,130.0,,Permit Entire,4305631,414,40.57747,-73.85515,445,BEACH  135 STREET,4,16258,6,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q07998029-I1,QUEENS,,2022-09-12,2024-02-25,530,2024-09-15,937.0,,Permit Entire,4045227,404,40.73855,-73.87604,87-10,51 AVENUE,4,1837,12,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
Q07998581-I1,QUEENS,,2022-10-25,2024-02-25,487,2024-03-27,8.0,,Permit Entire,4105232,407,40.7862,-73.81734,147-27,15 DRIVE,4,4647,1,NYMS CONSULTING  LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q07999511-I1,QUEENS,,2022-09-13,2024-02-25,529,2024-09-12,258.0,,Permit Entire,4004558,401,40.75363,-73.92918,37-08,34 STREET,4,375,20,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08002172-I1,QUEENS,,2023-03-16,2024-02-25,345,2024-12-31,1228.0,,Permit Entire,4006046,401,40.77092,-73.92909,14-14,29 AVENUE,4,537,14,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08002515-I1,QUEENS,,2023-01-24,2024-02-25,396,2024-04-23,450.0,,Permit Entire,4003442,402,40.74329,-73.93332,45-35,VAN DAM STREET,4,249,1,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08004047-I1,QUEENS,,2024-02-05,2024-02-25,19,2024-11-11,956.0,,Permit Entire,4231378,413,40.72066,-73.73134,222-14,JAMAICA AVENUE,4,10813,5,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08006434-I1,QUEENS,,2022-12-13,2024-02-25,438,2024-08-01,1279.0,,Permit Entire,4212425,412,40.71282,-73.77968,88-15,182 STREET,4,9919,6,TRIANGLE INSP & TEST SER INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08007267-I1,QUEENS,,2022-11-14,2024-02-25,467,2025-01-06,950.0,,Permit Entire,4233850,412,40.70317,-73.76524,190-20,109 ROAD,4,10926,50,AME SERVICES INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08007929-I1,QUEENS,,2022-11-21,2024-02-25,460,2024-05-15,96.0,,Permit Entire,4623555,408,40.73598,-73.77758,195-15,73 AVENUE,4,7117,421,HIGHBURY CONCRETE,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08008666-I1,QUEENS,,2023-01-25,2024-02-25,395,2024-09-30,550.0,,Permit Entire,4042496,403,40.75598,-73.86877,99-01,34 AVENUE,4,1714,18,AME SERVICES INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08009629-I1,QUEENS,,2023-01-12,2024-02-25,408,2024-04-03,1178.0,,Permit Entire,4004419,401,40.75834,-73.93918,37-15,13 STREET,4,363,1,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08010759-I1,QUEENS,,2022-10-05,2024-02-25,507,2024-09-26,206.0,,Permit Entire,4618371,403,40.7503,-73.86117,104-19,ROOSEVELT AVENUE,4,1776,62,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08013156-I1,QUEENS,,2022-10-01,2024-02-25,511,2024-04-01,663.0,,Permit Entire,4003105,401,40.75164,-73.93104,33-00,NORTHERN BOULEVARD,4,214,7501,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08014325-I1,QUEENS,,2022-11-16,2024-02-25,465,2024-11-03,1445.0,,Permit Entire,4139491,407,40.74521,-73.82868,5801,136 STREET,4,6373,1,360 ENGINEERING P.C.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08017048-I1,QUEENS,,2023-01-25,2024-02-25,395,2024-04-01,1610.0,,Permit Entire,4052143,406,40.73,-73.844,6701,110 STREET,4,2189,2,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08018605-I1,QUEENS,,2022-10-17,2024-02-25,495,2024-04-01,221.0,,Permit Entire,4030042,402,40.74507,-73.90331,61-07,WOODSIDE AVENUE,4,1294,36,ENTHINK ENGINEERING LLC,0,DOB NOW,Local Law 11,Commercial District/Overlay
Q08018609-I1,QUEENS,,2022-10-18,2024-02-25,494,2024-04-01,65.0,,Permit Entire,4431335,402,40.74497,-73.90291,61-17,WOODSIDE AVENUE,4,1294,29,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q08018620-I1,QUEENS,,2022-10-12,2024-02-25,500,2024-04-01,70.0,,Permit Entire,4431336,402,40.74497,-73.90291,61-25,WOODSIDE AVENUE,4,1294,29,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q08021084-I1,QUEENS,,2022-10-18,2024-02-25,494,2024-06-27,351.0,,Permit Entire,4623670,412,40.70278,-73.81367,88-36,139 STREET,4,9620,33,PAUL G. JONES  P.E.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08022154-I1,QUEENS,,2022-11-02,2024-02-25,479,2024-03-20,1245.0,,Permit Entire,4243743,413,40.69803,-73.74014,218-01,116 AVENUE,4,11300,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08022320-I1,QUEENS,,2022-10-19,2024-02-25,493,2024-09-30,226.0,,Permit Entire,4624423,402,40.74758,-73.93896,42-06,ORCHARD STREET,4,265,13,G. BLINN CONSULTING  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08026019-I1,QUEENS,,2023-03-23,2024-02-25,338,2024-03-23,838.0,,Permit Entire,4181565,409,40.69424,-73.86002,85-52,85 STREET,4,8855,20,INFINITY DESIGN CONSULTANT INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08026538-I1,QUEENS,,2022-10-28,2024-02-25,484,2024-05-26,52.0,,Permit Entire,4005094,402,40.74942,-73.94089,42-38,27 STREET,4,430,16,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08026541-I1,QUEENS,,2022-10-31,2024-02-25,481,2024-05-26,38.0,,Permit Entire,4005095,402,40.74926,-73.94103,42-42,27 STREET,4,430,18,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08027257-I1,QUEENS,,2022-10-26,2024-02-25,486,2024-07-01,114.0,,Permit Entire,4007487,401,40.76431,-73.92493,31-18,30 STREET,4,588,48,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08027845-I1,QUEENS,,2022-10-27,2024-02-25,485,2024-06-09,185.0,,Permit Entire,4072609,406,40.7266,-73.8583,65-60,BOOTH STREET,4,3099,16,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08027848-I1,QUEENS,,2022-10-27,2024-02-25,485,2024-06-09,265.0,,Permit Entire,4072611,406,40.72626,-73.85735,65-84,BOOTH STREET,4,3099,31,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08028108-I1,QUEENS,,2022-10-27,2024-02-25,485,2024-10-23,956.0,,Permit Entire,4624331,406,40.71386,-73.83351,78-29,AUSTIN STREET,4,3345,1,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08028739-I1,QUEENS,,2023-05-08,2024-02-25,292,2024-05-08,65.0,,Permit Entire,4196822,409,40.69886,-73.81902,130-41,91 AVENUE,4,9358,38,GEIGER E&A GROUP CORP.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08029795-I1,QUEENS,,2023-08-10,2024-02-25,198,2024-05-01,34.0,,Permit Entire,4190727,410,40.67696,-73.8468,90-15,SUTTER AVENUE,4,9155,25,360 ENGINEERING P.C.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08030464-I1,QUEENS,,2022-11-01,2024-02-25,480,2024-09-05,400.0,,Permit Entire,4304815,414,40.57757,-73.83744,117-12,OCEAN PROMENADE,4,16227,37,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08030473-I1,QUEENS,,2022-11-09,2024-02-25,472,2024-06-09,407.0,,Permit Entire,4072171,406,40.72674,-73.85692,96-09,66 AVENUE,4,3087,33,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08031375-I1,QUEENS,,2022-11-04,2024-02-25,477,2024-10-30,700.0,,Permit Entire,4624117,412,40.69898,-73.80559,147-35,95 AVENUE,4,9999,40,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08031523-I1,QUEENS,,2022-11-04,2024-02-25,477,2024-06-09,35.0,,Permit Entire,4008022,401,40.75695,-73.92869,35-36,32 STREET,4,604,39,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08033294-I1,QUEENS,,2022-11-04,2024-02-25,477,2024-07-13,122.0,,Permit Entire,4005741,401,40.76784,-73.93327,12-19,31 DRIVE,4,518,3,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08033588-I1,QUEENS,,2022-11-04,2024-02-25,477,2024-11-02,631.0,,Permit Entire,4624116,412,40.6989,-73.80633,94-15,SUTPHIN BOULEVARD,4,9999,1,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08033879-I1,QUEENS,,2023-10-24,2024-02-25,123,2024-09-30,175.0,,Permit Entire,4432154,402,40.74167,-73.91661,45-25,48 STREET,4,2281,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08036161-I1,QUEENS,,2022-11-09,2024-02-25,472,2024-08-04,307.0,,Permit Entire,4446865,410,40.66703,-73.849,84-39,153 AVENUE,4,11431,7501,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08036951-I1,QUEENS,,2022-11-10,2024-02-25,471,2024-06-02,887.0,,Permit Entire,4072032,406,40.73052,-73.86557,62-95,SAUNDERS STREET,4,3078,50,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08037764-I1,QUEENS,,2022-11-10,2024-02-25,471,2024-04-01,368.0,,Permit Entire,4029767,403,40.74855,-73.89353,72-10,37 AVENUE,4,1283,1,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08038434-I1,QUEENS,,2022-11-11,2024-02-25,470,2024-06-30,51.0,,Permit Entire,4005806,401,40.76647,-73.93312,31-65,14 STREET,4,531,30,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08038943-I1,QUEENS,,2022-11-12,2024-02-25,469,2024-06-02,90.0,,Permit Entire,4080105,409,40.70976,-73.82978,82-67,AUSTIN STREET,4,3353,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08039014-I1,QUEENS,,2022-12-03,2024-02-25,448,2024-09-30,340.0,,Permit Entire,4114706,407,40.75856,-73.8229,143-07,SANFORD AVENUE,4,5049,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08039872-I1,QUEENS,,2022-11-20,2024-02-25,461,2024-04-01,356.0,,Permit Entire,4542820,411,40.76599,-73.74573,44-14,DOUGLASTON PARKWAY,4,8092,25,AMM ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08041867-I1,QUEENS,,2022-12-03,2024-02-25,448,2024-05-26,29.0,,Permit Entire,4005558,401,40.77265,-73.93167,8-23,ASTORIA BOULEVARD,4,509,21,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08041909-I1,QUEENS,,2022-12-05,2024-02-25,446,2024-05-26,64.0,,Permit Entire,4616337,401,40.77261,-73.93145,8-29,ASTORIA BOULEVARD,4,509,18,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08043153-I1,QUEENS,,2022-11-21,2024-02-25,460,2024-03-31,316.0,,Permit Entire,4436864,401,40.76806,-73.92484,25-10,30 AVENUE,4,576,12,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08045187-I1,QUEENS,,2022-12-16,2024-02-25,435,2024-07-02,439.0,,Permit Entire,4431007,401,40.75614,-73.90975,31-30,51 STREET,4,738,50,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08045197-I1,QUEENS,,2022-12-16,2024-02-25,435,2024-07-02,525.0,,Permit Entire,4430995,401,40.75614,-73.90975,31-46,51 STREET,4,738,50,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08045207-I1,QUEENS,,2022-12-17,2024-02-25,434,2024-07-02,339.0,,Permit Entire,4430999,401,40.75614,-73.90975,31-65,49 STREET,4,738,50,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08045215-I1,QUEENS,,2022-12-16,2024-02-25,435,2024-07-02,777.0,,Permit Entire,4431002,401,40.75614,-73.90975,50-03,BROADWAY,4,738,50,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08045220-I1,QUEENS,,2022-12-16,2024-02-25,435,2024-07-02,531.0,,Permit Entire,4430989,401,40.75614,-73.90975,31-58,51 STREET,4,738,50,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08045259-I1,QUEENS,,2022-12-17,2024-02-25,434,2024-07-02,650.0,,Permit Entire,4431001,401,40.75614,-73.90975,50-11,BROADWAY,4,738,50,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08045273-I1,QUEENS,,2022-12-19,2024-02-25,432,2024-07-02,552.0,,Permit Entire,4431003,401,40.75614,-73.90975,50-29,BROADWAY,4,738,50,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08045281-I1,QUEENS,,2022-12-20,2024-02-25,431,2024-07-02,723.0,,Permit Entire,4430908,401,40.75614,-73.90975,31-76,51 STREET,4,738,50,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08046282-I1,QUEENS,,2022-11-29,2024-02-25,452,2024-11-16,105.0,,Permit Entire,4166895,413,40.72867,-73.73562,222-89,BRADDOCK AVENUE,4,7968,31,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08047315-I1,QUEENS,,2022-12-09,2024-02-25,442,2024-04-01,253.0,,Permit Entire,4208741,408,40.71308,-73.80756,84-35,152 STREET,4,9749,36,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08047709-I1,QUEENS,,2022-12-20,2024-02-25,431,2024-04-05,950.0,,Permit Entire,4226839,413,40.72008,-73.74638,213-10,92 AVENUE,4,10626,1,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08047850-I1,QUEENS,,2023-05-10,2024-02-25,290,2024-05-26,453.0,,Permit Entire,4112220,407,40.76091,-73.83415,133-25,37 AVENUE,4,4970,11,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08048928-I1,QUEENS,,2022-12-20,2024-02-25,431,2024-05-12,239.0,,Permit Entire,4624047,402,40.74099,-73.95372,10-20,BORDEN AVENUE,4,37,7,URBAN INTEGRATIONS,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08049448-I1,QUEENS,,2022-12-07,2024-02-25,444,2024-07-01,32.0,,Permit Entire,4079666,409,40.71209,-73.83435,80-15,GRENFELL STREET,4,3335,8,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08050043-I1,QUEENS,,2023-01-11,2024-02-25,409,2024-04-12,1250.0,,Permit Entire,4467711,414,40.59374,-73.7613,160,BEACH   29 STREET,4,15820,1,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08050067-I1,QUEENS,,2022-12-07,2024-02-25,444,2024-05-03,280.0,,Permit Entire,4077468,406,40.72137,-73.84872,69-30,AUSTIN STREET,4,3234,7501,MOHAMMAD AHEAD  PE,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08050276-I1,QUEENS,,2022-12-12,2024-02-25,439,2024-05-12,63.0,,Permit Entire,4624959,401,40.76922,-73.90424,22-54,46 STREET,4,769,25,URBAN INTEGRATIONS,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08050817-I1,QUEENS,,2022-12-09,2024-02-25,442,2024-08-04,40.0,,Permit Entire,4052774,406,40.71855,-73.83426,75-42,GRAND CENTRAL PARKWAY,4,2265,103,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08051398-I1,QUEENS,,2022-12-10,2024-02-25,441,2024-11-06,200.0,,Permit Entire,4623083,406,40.7199,-73.84265,108-15,72 AVENUE,4,3257,19,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q08053970-I1,QUEENS,,2023-01-19,2024-02-25,401,2024-11-11,301.0,,Permit Entire,4290116,413,40.65264,-73.73561,253-50,149 AVENUE,4,13655,1,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08054291-I1,QUEENS,,2022-12-29,2024-02-25,422,2024-09-30,35.0,,Permit Entire,4007871,401,40.75615,-73.9305,36-22,31 STREET,4,599,40,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q08054506-I1,QUEENS,,2022-12-20,2024-02-25,431,2024-03-17,110.0,,Permit Entire,4192903,409,40.70344,-73.8331,84-25,118 STREET,4,9234,44,GEIGER E&A GROUP CORP.,1,DOB NOW,Local Law 11,Other Zoning Districts
Q08054594-I1,QUEENS,,2023-01-05,2024-02-25,415,2024-08-04,70.0,,Permit Entire,4619881,401,40.76581,-73.93212,14-41,BROADWAY,4,531,7,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
S00185828-I1,STATEN ISLAND,,2019-06-27,2024-02-25,1703,2025-01-31,10.0,,Permit Entire,5108964,502,40.60765,-74.11965,275,WESTWOOD AVENUE,5,706,1,TRIANGLE INSP & TEST SER INC.,1,DOB NOW,Local Law 11,Other Zoning Districts
S00254362-I1,STATEN ISLAND,,2019-10-30,2024-02-25,1578,2024-11-16,59.0,,Permit Entire,5109513,502,40.59534,-74.0793,121,NORWAY AVENUE,5,3243,100,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
S00292481-I1,STATEN ISLAND,,2020-01-31,2024-02-25,1485,2024-04-01,1349.0,,Permit Entire,5088090,503,40.50777,-74.24362,528,ACADEMY AVENUE,5,7894,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00297915-I1,STATEN ISLAND,,2020-01-30,2024-02-25,1486,2024-04-01,395.0,,Permit Entire,5082854,503,40.51643,-74.19731,392,SEGUINE AVENUE,5,6694,195,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
S00310933-I1,STATEN ISLAND,,2020-02-11,2024-02-25,1474,2024-03-23,196.0,,Permit Entire,5043303,501,40.61657,-74.0754,330,TOMPKINS AVENUE,5,2873,34,ADITI SARKAR  ARCHITECT  PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
S00337597-I1,STATEN ISLAND,,2020-03-27,2024-02-25,1429,2024-05-10,300.0,,Permit Entire,5109508,502,40.59534,-74.0793,84,LAMPORT BOULEVARD,5,3243,100,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
